id,symbol,name,current_price,market_cap,total_volume,high_24h,low_24h,price_change_percentage_24h
bitcoin,btc,Bitcoin,108871.0,2169343861197.0,73006320952.0,111694.0,108787.0,-2.47072
ethereum,eth,Ethereum,3883.41,469208950324.0,57961143558.0,4021.71,3833.75,-3.43878
tether,usdt,Tether,1.001,173544768153.0,154909858198.0,1.001,1.0,0.0371
ripple,xrp,XRP,2.72,162766917236.0,8888885280.0,2.86,2.72,-3.68352
binancecoin,bnb,BNB,936.81,130397084090.0,3438138026.0,999.8,937.64,-4.70669
solana,sol,Solana,192.32,104605859378.0,11228879414.0,203.5,192.18,-5.32145
usd-coin,usdc,USDC,0.999612,73848672327.0,16248120196.0,0.999768,0.999576,-0.00877
dogecoin,doge,Dogecoin,0.223136,33729929130.0,3899488563.0,0.233916,0.221638,-3.91855
staked-ether,steth,Lido Staked Ether,3881.81,33168886582.0,82665316.0,4016.76,3829.62,-3.35965
tron,trx,TRON,0.333501,31573713030.0,896021967.0,0.335919,0.331048,0.51125
cardano,ada,Cardano,0.76372,27897944051.0,1882555282.0,0.798563,0.757302,-3.00177
wrapped-steth,wsteth,Wrapped stETH,4720.58,14815133798.0,64024171.0,4880.93,4644.36,-3.28533
ethena-usde,usde,Ethena USDe,0.999572,14326721381.0,1804978087.0,1.0,0.99888,-0.00236
wrapped-bitcoin,wbtc,Wrapped Bitcoin,109031.0,13861898818.0,373070292.0,111696.0,108797.0,-2.1129
wrapped-beacon-eth,wbeth,Wrapped Beacon ETH,4191.81,13696893787.0,17171453.0,4335.51,4133.05,-3.27502
chainlink,link,Chainlink,20.05,13601489651.0,1124532210.0,21.11,19.93,-4.36336
figure-heloc,figr_heloc,Figure Heloc,1.007,12765275428.0,19497452.0,1.007,0.999857,0.6835
avalanche-2,avax,Avalanche,27.76,11739802863.0,1417235768.0,30.93,27.76,-10.23517
hyperliquid,hype,Hyperliquid,41.29,11222868738.0,1192108085.0,43.2,40.11,-3.34647
stellar,xlm,Stellar,0.348555,11125732400.0,258875513.0,0.365502,0.347974,-3.09868
sui,sui,Sui,3.1,11085994220.0,1635430344.0,3.24,3.09,-3.76182
bitcoin-cash,bch,Bitcoin Cash,540.31,10769731513.0,436233047.0,553.83,535.52,-1.19738
wrapped-eeth,weeth,Wrapped eETH,4187.88,10321206083.0,14653631.0,4330.58,4125.51,-3.29527
weth,weth,WETH,3889.97,9511109164.0,239196289.0,4022.46,3834.04,-3.29357
hedera-hashgraph,hbar,Hedera,0.206509,8767942218.0,280747898.0,0.217379,0.206048,-3.33269
leo-token,leo,LEO Token,9.5,8764636767.0,967874.0,9.54,9.46,0.15833
usds,usds,USDS,0.999252,8136359480.0,15016818.0,0.999938,0.999256,-0.03315
litecoin,ltc,Litecoin,101.5,7749916249.0,569958943.0,105.15,100.84,-2.12067
binance-bridged-usdt-bnb-smart-chain,bsc-usd,Binance Bridged USDT (BNB Smart Chain),0.9998,7486393139.0,4309047169.0,1.002,0.998062,-0.01816
shiba-inu,shib,Shiba Inu,1.158e-05,6827751237.0,234114392.0,1.199e-05,1.156e-05,-2.53055
the-open-network,ton,Toncoin,2.65,6754436371.0,152962995.0,2.78,2.65,-4.63006
coinbase-wrapped-btc,cbbtc,Coinbase Wrapped BTC,108889.0,6664841970.0,515619136.0,111774.0,108721.0,-2.37918
crypto-com-chain,cro,Cronos,0.189924,6610761765.0,106138750.0,0.200118,0.180517,0.31253
usdt0,usdt0,USDT0,1.0,6404447297.0,816189220.0,1.002,0.998352,0.01529
ethena-staked-usde,susde,Ethena Staked USDe,1.2,6033227066.0,567020743.0,1.2,1.19,0.02385
whitebit,wbt,WhiteBIT Coin,40.45,5844279114.0,105030020.0,41.47,40.45,-2.41783
polkadot,dot,Polkadot,3.8,5780992326.0,315553637.0,3.98,3.79,-3.35945
mantle,mnt,Mantle,1.7,5536046567.0,513936176.0,1.72,1.57,-0.11192
monero,xmr,Monero,294.29,5436260201.0,100284788.0,299.65,286.06,-0.10659
world-liberty-financial,wlfi,World Liberty Financial,0.192145,5225076443.0,558350659.0,0.203877,0.185516,-4.16829
dai,dai,Dai,0.998947,4629087556.0,184269504.0,1.001,0.997629,-0.07251
uniswap,uni,Uniswap,7.38,4430128377.0,337267323.0,7.77,7.33,-4.93555
aave,aave,Aave,258.42,3938666997.0,564793056.0,269.33,256.72,-3.53142
ethena,ena,Ethena,0.569817,3927020293.0,533380899.0,0.58472,0.552707,-1.17291
okb,okb,OKB,186.36,3915535368.0,269438549.0,193.89,179.13,1.11818
pepe,pepe,Pepe,9.1e-06,3832318886.0,721678375.0,9.54e-06,8.9e-06,-3.1123
memecore,m,MemeCore,2.16,3653789965.0,24388522.0,2.31,2.16,-3.36984
bitget-token,bgb,Bitget Token,5.12,3583614799.0,552919679.0,5.34,5.12,-4.13859
near,near,NEAR Protocol,2.67,3336438768.0,333709861.0,2.91,2.66,-7.09286
aster-2,aster,Aster,1.81,2998777370.0,2253320823.0,2.05,1.76,-11.90024
jito-staked-sol,jitosol,Jito Staked SOL,236.98,2827892955.0,63399516.0,250.45,236.92,-5.31135
bittensor,tao,Bittensor,294.46,2826855310.0,125571970.0,306.07,291.63,-2.19933
aptos,apt,Aptos,3.92,2758428141.0,622184012.0,4.13,3.91,-4.97357
ondo-finance,ondo,Ondo,0.865642,2739873395.0,190766493.0,0.908209,0.860366,-3.73611
ethereum-classic,etc,Ethereum Classic,17.81,2738308043.0,83785515.0,18.45,17.66,-2.53851
usd1-wlfi,usd1,USD1,0.999117,2695744335.0,621573334.0,1.002,0.998596,-0.08448
worldcoin-wld,wld,Worldcoin,1.22,2585110098.0,271697599.0,1.31,1.23,-3.72102
binance-staked-sol,bnsol,Binance Staked SOL,206.62,2460980899.0,8162177.0,218.76,206.16,-5.14291
susds,susds,sUSDS,1.069,2365475230.0,19273944.0,1.077,1.061,0.01161
binance-peg-weth,weth,Binance-Peg WETH,3881.88,2355188313.0,122347328.0,4022.1,3834.38,-3.45427
story-2,ip,Story,7.3,2279794156.0,279280551.0,9.71,7.17,-24.83309
polygon-ecosystem-token,pol,POL (ex-MATIC),0.215304,2264934193.0,100543475.0,0.222397,0.211851,-2.55586
plasma,xpl,Plasma,1.19,2207044002.0,5614977714.0,1.54,0.721826,-8.59154
internet-computer,icp,Internet Computer,4.08,2200372690.0,82872980.0,4.21,4.02,-2.50432
arbitrum,arb,Arbitrum,0.405867,2194216910.0,489571143.0,0.426515,0.400957,-2.95211
pi-network,pi,Pi Network,0.26083,2138518578.0,66443403.0,0.272894,0.258999,-4.42067
jupiter-perpetuals-liquidity-provider-token,jlp,Jupiter Perpetuals Liquidity Provider Token,5.37,2114074741.0,74452592.0,5.49,5.37,-2.02604
blackrock-usd-institutional-digital-liquidity-fund,buidl,BlackRock USD Institutional Digital Liquidity Fund,1.0,2102237855.0,0.0,1.0,1.0,0.0
kaspa,kas,Kaspa,0.077611,2047576357.0,64793738.0,0.07974,0.074579,1.47953
falcon-finance,usdf,Falcon USD,0.998386,2001665329.0,107552343.0,0.999774,0.99386,0.25799
fasttoken,ftn,Fasttoken,4.48,1934905173.0,59297069.0,4.5,4.48,-0.06059
paypal-usd,pyusd,PayPal USD,0.999651,1928510532.0,82495430.0,1.002,0.997667,-0.00363
kucoin-shares,kcs,KuCoin,15.01,1910874715.0,3764722.0,15.3,14.98,-1.56356
gatechain-token,gt,Gate,15.86,1894901300.0,12187134.0,16.26,15.03,-2.36273
cosmos,atom,Cosmos Hub,3.99,1878587342.0,103182721.0,4.11,3.96,-1.76007
vechain,vet,VeChain,0.02149106,1848412172.0,46053859.0,0.02227789,0.02127206,-2.82267
usdtb,usdtb,USDtb,1.0,1824407152.0,21058776.0,1.004,0.996703,0.09225
pump-fun,pump,Pump.fun,0.00508917,1805918138.0,1265577275.0,0.00538052,0.00499204,-2.03057
algorand,algo,Algorand,0.201366,1770336210.0,111652921.0,0.211184,0.200857,-2.56733
kelp-dao-restaked-eth,rseth,Kelp DAO Restaked ETH,4099.31,1769259655.0,3733193.0,4239.23,4033.11,-3.3006
flare-networks,flr,Flare,0.02375812,1765429623.0,19830148.0,0.02555441,0.02342761,-6.88625
rocket-pool-eth,reth,Rocket Pool ETH,4448.58,1744580954.0,12679788.0,4596.84,4373.4,-3.2252
myx-finance,myx,MYX Finance,9.09,1735754071.0,141711608.0,9.92,8.88,-2.02595
render-token,render,Render,3.33,1727235276.0,90317188.0,3.54,3.33,-4.49062
bfusd,bfusd,BFUSD,0.99946,1699081361.0,21742549.0,0.999692,0.998954,0.02543
pudgy-penguins,pengu,Pudgy Penguins,0.02646205,1664886146.0,332005283.0,0.02863728,0.02640083,-7.02824
hash-2,hash,Provenance Blockchain,0.03342205,1653750259.0,136713.0,0.04303709,0.03083442,-6.62089
kinetic-staked-hype,khype,Kinetiq Staked HYPE,41.37,1649979665.0,130422084.0,43.03,39.97,-2.7046
sei-network,sei,Sei,0.26828,1648236922.0,155735120.0,0.283341,0.267126,-4.56903
lombard-staked-btc,lbtc,Lombard Staked BTC,108956.0,1534094960.0,10684672.0,111893.0,108788.0,-2.39739
sky,sky,Sky,0.06431,1505700372.0,28461478.0,0.067058,0.064068,-1.57964
official-trump,trump,Official Trump,7.43,1488068926.0,300072817.0,7.65,7.37,-1.85618
stakewise-v3-oseth,oseth,StakeWise Staked ETH,4099.03,1472033815.0,3045374.0,4235.77,4034.05,-3.19952
bonk,bonk,Bonk,1.892e-05,1466304893.0,302722699.0,1.989e-05,1.874e-05,-3.3676
fetch-ai,fet,Artificial Superintelligence Alliance,0.559871,1460372145.0,80432975.0,0.584504,0.555541,-3.42219
filecoin,fil,Filecoin,2.11,1457203218.0,180849156.0,2.22,2.11,-4.01731
tether-gold,xaut,Tether Gold,3740.55,1404880825.0,209587314.0,3766.8,3721.34,-0.54542
liquid-staked-ethereum,lseth,Liquid Staked ETH,4196.75,1398891190.0,967740.0,4349.27,4145.31,-3.50683
immutable-x,imx,Immutable,0.694926,1345058002.0,90644212.0,0.765539,0.682262,-4.32268
jupiter-exchange-solana,jup,Jupiter,0.427176,1330001757.0,65360318.0,0.454044,0.425743,-5.39596
xdce-crowd-sale,xdc,XDC Network,0.073912,1311989680.0,36325658.0,0.07552,0.072847,-2.13012
quant-network,qnt,Quant,89.05,1310417003.0,70499346.0,93.19,86.33,-1.94111
renzo-restaked-eth,ezeth,Renzo Restaked ETH,4117.7,1253392014.0,4245333.0,4259.27,4061.57,-3.32377
wbnb,wbnb,Wrapped BNB,936.44,1223169594.0,1025025390.0,1000.07,937.56,-4.79088
nexo,nexo,NEXO,1.21,1206143504.0,16027292.0,1.28,1.2,-3.33053
syrupusdc,syrupusdc,syrupUSDC,1.13,1143298394.0,24846705.0,1.13,1.13,0.00563
optimism,op,Optimism,0.642366,1142754338.0,185647384.0,0.676937,0.636738,-4.45561
injective-protocol,inj,Injective,11.44,1118938988.0,122121890.0,12.01,11.24,-3.97579
pax-gold,paxg,PAX Gold,3755.38,1099155273.0,210140288.0,3765.04,3735.6,-0.20359
celestia,tia,Celestia,1.37,1091939414.0,105181138.0,1.43,1.35,-2.89465
solv-btc,solvbtc,Solv Protocol BTC,109263.0,1091495302.0,1244934.0,111964.0,108060.0,-1.69091
first-digital-usd,fdusd,First Digital USD,0.999722,1081046178.0,9664380374.0,1.001,0.995777,0.16381
jupiter-staked-sol,jupsol,Jupiter Staked SOL,219.23,1071167509.0,21221456.0,231.75,218.99,-5.40339
saros-finance,saros,Saros,0.402075,1055459479.0,7205565.0,0.403044,0.400867,0.10649
binance-bridged-usdc-bnb-smart-chain,usdc,Binance Bridged USDC (BNB Smart Chain),0.999376,1048489389.0,590939184.0,1.002,0.998573,-0.03819
blockstack,stx,Stacks,0.563956,1015773708.0,23691103.0,0.586702,0.558438,-2.78627
mantle-staked-ether,meth,Mantle Staked Ether,4177.57,1004243490.0,3076573.0,4321.6,4125.77,-3.22288
pancakeswap-token,cake,PancakeSwap,2.59,938750276.0,98652546.0,2.74,2.58,-3.05452
lido-dao,ldo,Lido DAO,1.047,938290122.0,125006460.0,1.11,1.046,-3.91001
curve-dao-token,crv,Curve DAO,0.641449,902334953.0,209962959.0,0.680724,0.632957,-4.85981
arbitrum-bridged-wbtc-arbitrum-one,wbtc,Arbitrum Bridged WBTC (Arbitrum One),108923.0,893791367.0,204659258.0,111703.0,108441.0,-2.40336
spx6900,spx,SPX6900,0.953048,888528547.0,47810824.0,1.016,0.935394,-6.21082
aerodrome-finance,aero,Aerodrome Finance,0.986347,888145585.0,83608343.0,1.031,0.964866,-4.23791
zcash,zec,Zcash,53.73,876624000.0,130171413.0,59.97,53.81,-9.79625
sonic-3,s,Sonic,0.231284,875437392.0,139280773.0,0.240512,0.228087,-3.83679
super-oeth,superoeth,Super OETH,3886.5,874580181.0,5544782.0,4020.96,3826.67,-3.34399
kaia,kaia,Kaia,0.148798,873046979.0,50817369.0,0.155819,0.148201,-3.85519
msol,msol,Marinade Staked SOL,255.05,864465020.0,20592381.0,269.54,255.02,-5.23994
clbtc,clbtc,clBTC,109343.0,844999520.0,6.33,112676.0,107828.0,-2.43651
the-graph,grt,The Graph,0.079438,835277456.0,40391319.0,0.082886,0.078839,-2.86601
pyth-network,pyth,Pyth Network,0.142057,817526114.0,76432701.0,0.145662,0.138649,-2.47492
zero-gravity,0g,0G,3.79,815455574.0,279253134.0,4.45,3.68,-4.75607
floki,floki,FLOKI,7.952e-05,768653650.0,90261550.0,8.338e-05,7.872e-05,-3.60674
pendle,pendle,Pendle,4.48,763472657.0,134742368.0,4.64,4.32,-2.91506
ether-fi,ethfi,Ether.fi,1.48,762615135.0,198388416.0,1.62,1.46,-5.70716
superstate-short-duration-us-government-securities-fund-ustb,ustb,Superstate Short Duration U.S. Government Securities Fund (USTB),10.83,760249334.0,0.0,10.83,10.83,0.01199
cgeth-hashkey-cloud,cgeth.hashkey,cgETH Hashkey Cloud,3760.34,751800247.0,37.75,3887.57,3760.29,-3.22888
ripple-usd,rlusd,Ripple USD,0.999548,741221011.0,250608035.0,1.001,0.998726,-0.05502
ousg,ousg,OUSG,112.7,725989289.0,0.0,112.7,112.69,0.01069
dogwifcoin,wif,dogwifhat,0.724407,724380588.0,205491372.0,0.767857,0.724056,-4.85999
global-dollar,usdg,Global Dollar,0.999645,722918485.0,29941584.0,0.999965,0.999501,0.00101
conflux-token,cfx,Conflux,0.138857,714086227.0,60801909.0,0.142928,0.135902,-2.07207
aethir,ath,Aethir,0.058098,710981048.0,100508307.0,0.060359,0.054479,-0.05116
l2-standard-bridged-weth-base,weth,L2 Standard Bridged WETH (Base),3889.75,701480727.0,1090913591.0,4019.93,3828.33,-3.23828
tezos,xtz,Tezos,0.658593,697925825.0,24988704.0,0.68234,0.646773,-2.40685
theta-token,theta,Theta Network,0.688159,688145125.0,28380774.0,0.716022,0.680182,-3.83012
usdx-money-usdx,usdx,Stables Labs USDX,0.997687,680922449.0,122094.0,0.99869,0.996389,0.11898
raydium,ray,Raydium,2.51,674526802.0,70701584.0,2.67,2.51,-5.59144
ondo-us-dollar-yield,usdy,Ondo US Dollar Yield,1.077,672546904.0,1288642.0,1.091,1.063,-0.67097
beldex,bdx,Beldex,0.090358,663837159.0,6401317.0,0.091496,0.088211,0.42036
tbtc,tbtc,tBTC,108553.0,662176553.0,19098068.0,111835.0,107895.0,-2.33676
newton-project,ab,AB,0.00830672,657371828.0,32359956.0,0.00835437,0.00829678,-0.26011
virtual-protocol,virtual,Virtuals Protocol,0.998829,654813763.0,109201267.0,1.059,0.991759,-4.71007
ethereum-name-service,ens,Ethereum Name Service,19.65,651980581.0,96859976.0,20.41,19.45,-2.6458
gala,gala,GALA,0.01412602,651173362.0,89821363.0,0.01498923,0.0141089,-4.83752
iota,iota,IOTA,0.160676,650389478.0,14585332.0,0.16665,0.159087,-2.84006
vaulta,a,Vaulta,0.39924,636051251.0,63015975.0,0.412201,0.393749,-2.7889
arbitrum-bridged-weth-arbitrum-one,weth,Arbitrum Bridged WETH (Arbitrum One),3888.87,629671627.0,676030468.0,4022.32,3832.88,-3.26981
the-sandbox,sand,The Sandbox,0.256694,628151624.0,50471590.0,0.27001,0.256176,-3.24833
gteth,gteth,GTETH,3896.53,599364220.0,1641399.0,4048.33,3831.24,-3.74978
stader-ethx,ethx,Stader ETHx,4160.19,597368554.0,5288.37,4299.61,4092.27,-3.24269
ether-fi-staked-eth,eeth,ether.fi Staked ETH,3884.58,592305697.0,40338.0,4014.62,3823.92,-3.23904
jito-governance-token,jto,Jito,1.52,580330156.0,36292946.0,1.61,1.52,-4.61419
jasmycoin,jasmy,JasmyCoin,0.01196874,580303712.0,32707769.0,0.01243642,0.01178409,-2.43178
binance-peg-dogecoin,doge,Binance-Peg Dogecoin,0.222666,573087260.0,9703676.0,0.23481,0.22142,-3.68232
eigenlayer,eigen,EigenCloud (prev. EigenLayer),1.68,569816936.0,185376082.0,1.8,1.65,-1.96532
bittorrent,btt,BitTorrent,5.77826e-07,569116570.0,19104639.0,5.92896e-07,5.77287e-07,-2.5248
fartcoin,fartcoin,Fartcoin,0.559662,559913464.0,191821958.0,0.592885,0.549017,-5.28398
usual-usd,usd0,Usual USD,0.997954,558088982.0,15106122.0,0.999539,0.996355,-0.02938
walrus-2,wal,Walrus,0.377245,546363353.0,38900531.0,0.38416,0.364382,2.15064
flow,flow,Flow,0.338696,546013204.0,9508137.0,0.351574,0.337797,-2.56845
morpho,morpho,Morpho,1.64,544655292.0,30155885.0,1.67,1.62,-1.54327
mantle-restaked-eth,cmeth,Mantle Restaked ETH,4174.34,541582730.0,12330635.0,4320.42,4130.33,-3.27289
dexe,dexe,DeXe,9.31,531638283.0,11056292.0,9.56,9.11,-1.77172
decentraland,mana,Decentraland,0.275903,529761442.0,43799128.0,0.289714,0.275214,-3.80789
coinbase-wrapped-staked-eth,cbeth,Coinbase Wrapped Staked ETH,4280.97,516927517.0,10456682.0,4427.45,4215.96,-3.30832
instadapp,fluid,Fluid,6.7,512882198.0,178344136.0,7.1,5.62,5.70974
sweth,sweth,Swell Ethereum,4216.1,511742110.0,550369.0,4402.91,4171.14,-4.24289
mantle-bridged-usdt-mantle,usdt,Mantle Bridged USDT (Mantle),0.998369,504615807.0,12877505.0,1.017,0.991806,0.18299
bitcoin-avalanche-bridged-btc-b,btc.b,Avalanche Bridged BTC (Avalanche),109126.0,501195786.0,177272459.0,111686.0,108883.0,-2.24599
arbitrum-bridged-wrapped-eeth,weeth,Arbitrum Bridged Wrapped eETH (Arbitrum),4178.32,498846293.0,3945016.0,4320.23,4117.9,-3.28465
trust-wallet-token,twt,Trust Wallet,1.19,495545520.0,78023070.0,1.25,1.16,0.96207
true-usd,tusd,TrueUSD,1.001,494350978.0,20913967.0,1.001,0.997965,0.19452
benqi-liquid-staked-avax,savax,BENQI Liquid Staked AVAX,33.94,489324900.0,5217077.0,37.83,33.9,-10.27194
vision-3,vsn,Vision,0.146044,484987063.0,1007609.0,0.151785,0.145643,-3.359
usdd,usdd,USDD,1.0,483170121.0,5903059.0,1.001,0.998635,0.05012
wormhole,w,Wormhole,0.101737,477447282.0,161074935.0,0.108002,0.097452,3.02758
sun-token,sun,Sun Token,0.02457161,470923959.0,73282473.0,0.02701009,0.0244209,-8.42945
starknet,strk,Starknet,0.114208,466199058.0,33307842.0,0.120231,0.112722,-3.73896
loaded-lions,lion,Loaded Lions,0.01515163,465795614.0,1712823.0,0.01568384,0.01462868,-1.83637
bitcoin-cash-sv,bsv,Bitcoin SV,23.04,459333501.0,16170320.0,24.01,22.85,-3.1898
ethena-staked-ena,sena,Ethena Staked ENA,0.57423,452779717.0,3672661.0,0.590183,0.56927,-0.64197
polygon-pos-bridged-dai-polygon-pos,dai,Polygon PoS Bridged DAI (Polygon POS),0.999708,451879424.0,44112320.0,1.0,0.998494,-0.00591
dydx-chain,dydx,dYdX,0.563645,441474011.0,22420353.0,0.595096,0.553912,-4.96538
bridged-usdc-polygon-pos-bridge,usdc.e,Bridged USDC (Polygon PoS Bridge),0.999613,435545272.0,21755660.0,0.999802,0.999526,-0.00947
polygon-pos-bridged-weth-polygon-pos,weth,Polygon PoS Bridged WETH (Polygon POS),3888.85,433861839.0,23694970.0,4020.05,3835.86,-3.25813
frax-ether,frxeth,Frax Ether,3874.45,432651193.0,2581912.0,4009.08,3813.92,-3.3582
steakhouse-usdc-morpho-vault,steakusdc,Steakhouse USDC Morpho Vault,1.1,432518987.0,0.0,1.1,1.1,0.02013
wrapped-avax,wavax,Wrapped AVAX,27.78,429621296.0,547677575.0,30.93,27.73,-10.18
apenft,nft,APENFT,4.34759e-07,429472629.0,20319766.0,4.37844e-07,4.33133e-07,-0.30724
kinetiq-earn-vault,vkhype,Kinetiq Earn Vault,41.12,427116029.0,146040.0,42.92,38.93,-3.49788
swissborg,borg,SwissBorg,0.4292,421799576.0,2180494.0,0.460058,0.411027,-6.25795
bybit-staked-sol,bbsol,Bybit Staked SOL,212.91,420746151.0,3936389.0,225.24,212.61,-5.22624
syrup,syrup,Maple Finance,0.374011,417899110.0,36383658.0,0.392311,0.373417,-4.66466
hashnote-usyc,usyc,Circle USYC,1.1,413706859.0,110167.0,,,
helium,hnt,Helium,2.18,405721144.0,6805671.0,2.26,2.17,-3.70365
apecoin,ape,ApeCoin,0.506689,405184533.0,41302207.0,0.529113,0.497425,-3.07564
usdb,usdb,USDB,0.989532,398356945.0,70811.0,1.019,0.977089,-0.77865
savings-dai,sdai,Savings Dai,1.17,395932431.0,7800898.0,1.17,1.16,-0.02058
avantis,avnt,Avantis,1.51,392493883.0,901806901.0,2.0,1.47,-24.30793
neo,neo,NEO,5.55,391789973.0,20092681.0,5.82,5.52,-4.3231
thorchain,rune,THORChain,1.11,390965040.0,105207931.0,1.15,1.1,-3.06466
tokenize-xchange,tkx,Tokenize Xchange,4.89,389904448.0,448850.0,4.98,4.72,-0.73626
linea,linea,Linea,0.02510697,388685936.0,254598820.0,0.02667648,0.02459028,-5.66417
four,form,Four,1.002,383036745.0,28756651.0,1.11,0.994388,-9.38617
chiliz,chz,Chiliz,0.03819538,382339590.0,41861220.0,0.03967852,0.03776708,-2.73966
based-brett,brett,Brett,0.03835947,380297983.0,55313656.0,0.04091706,0.03791124,-5.53332
coredaoorg,core,Core,0.371583,376465346.0,37562496.0,0.395554,0.363793,-6.05992
compound-governance-token,comp,Compound,39.69,375934145.0,59097954.0,42.71,39.19,-2.98079
chain-2,xcn,Onyxcoin,0.01048169,367678801.0,16878353.0,0.01090897,0.01026819,-3.75254
olympus,ohm,Olympus,22.39,366804734.0,369825.0,22.61,22.17,0.25198
beam-2,beam,Beam,0.00710377,365159825.0,23761438.0,0.0073666,0.00694371,-2.25083
arweave,ar,Arweave,5.57,364753118.0,43024569.0,5.76,5.46,-3.20666
telcoin,tel,Telcoin,0.00389385,360497407.0,2237247.0,0.00404233,0.00381788,-3.67298
unit-bitcoin,ubtc,Unit Bitcoin,108642.0,356416480.0,16282090.0,112147.0,108475.0,-2.83148
reserve-protocol-eth-plus,eth+,ETHPlus,4099.88,353006025.0,1641922.0,4253.51,4047.2,-3.612
gho,gho,GHO,0.998854,352380794.0,147282371.0,0.999215,0.998734,-0.02358
elrond-erd-2,egld,MultiversX,12.18,349129968.0,18887483.0,12.67,12.01,-3.6474
eutbl,eutbl,Spiko EU T-Bills Money Market Fund,1.21,347486889.0,0.0,1.22,1.21,-0.69809
treehouse-eth,teth,Treehouse ETH,4729.83,346178360.0,2748672.0,4902.64,4665.2,-3.52488
astherus-usdf,usdf,Aster USDF,0.998454,345014801.0,38267240.0,1.001,0.988015,0.08087
gnosis,gno,Gnosis,130.46,344074164.0,12899035.0,133.16,127.59,-1.97966
kava,kava,Kava,0.316245,342445185.0,15449323.0,0.329323,0.315195,-0.96935
ecash,xec,eCash,1.718e-05,342442438.0,8555789.0,1.77e-05,1.704e-05,-2.22777
axie-infinity,axs,Axie Infinity,2.06,342106697.0,76096745.0,2.16,2.04,-2.67841
zksync,zk,ZKsync,0.0472142,341453161.0,28036228.0,0.04950715,0.04665074,-3.47378
zebec-network,zbcn,Zebec Network,0.00389355,334543258.0,19109230.0,0.0038902,0.00361361,3.42246
usdai,usdai,USDai,1.003,334317998.0,51566632.0,1.046,0.994721,-4.10444
reserve-rights-token,rsr,Reserve Rights,0.00551008,331870075.0,28987333.0,0.00579287,0.00548367,-4.71166
drift-staked-sol,dsol,Drift Staked SOL,220.35,330817814.0,220370.0,232.68,220.38,-5.19555
astherus-staked-bnb,asbnb,Aster Staked BNB,990.71,330277528.0,500490.0,1054.11,990.46,-4.49881
syndicate-3,synd,Syndicate,0.674479,322635639.0,18389391.0,0.713029,0.601097,1.09108
solv-protocol-solvbtc-bbn,xsolvbtc,Solv Protocol Staked BTC,108789.0,319272115.0,12906.17,110895.0,107178.0,-1.63043
1inch,1inch,1inch,0.227745,318361191.0,20250477.0,0.234837,0.223435,-1.76836
build-on,b,BUILDon,0.318082,318115417.0,12537052.0,0.32675,0.315036,-1.39747
aioz-network,aioz,AIOZ Network,0.266478,316504051.0,12901832.0,0.274567,0.261847,-1.49263
wemix-token,wemix,WEMIX,0.692932,316151511.0,2415443.0,0.711106,0.669349,0.06735
wrapped-ether-mantle-bridge,weth,Mantle Bridged WETH (Mantle),3873.23,315776486.0,6068792.0,4024.18,3836.84,-3.45594
dora-2,dora,DORA,0.315275,314651006.0,12740305.0,0.321209,0.299297,-1.39483
just,jst,JUST,0.03172487,314160995.0,28366138.0,0.03205132,0.03131398,-0.97377
binance-peg-busd,busd,Binance-Peg BUSD,1.004,313797377.0,33394496.0,1.039,1.002,-3.30351
havven,snx,Synthetix Network,0.909664,312616674.0,205398110.0,0.945445,0.777966,14.8385
superfarm,super,SuperVerse,0.48762,306581222.0,12827399.0,0.516046,0.483219,-5.50851
ronin,ron,Ronin,0.441282,306249584.0,7866177.0,0.463345,0.439562,-4.7328
staked-frax-ether,sfrxeth,Staked Frax Ether,4398.37,305549610.0,2021275.0,4554.76,4331.63,-3.43353
berachain-bera,bera,Berachain,2.4,304742989.0,54994092.0,2.64,2.39,-8.54062
axelar,axl,Axelar,0.289706,301801293.0,14659280.0,0.298529,0.282277,-1.95943
wrapped-hype,whype,Wrapped HYPE,41.4,298311888.0,361071606.0,43.29,40.0,-3.37769
movement,move,Movement,0.108287,297775975.0,25347238.0,0.113148,0.10709,-3.4075
toshi,toshi,Toshi,0.00070314,296308967.0,29962961.0,0.00076575,0.00070289,-8.17624
frax,frax,Legacy Frax Dollar,0.997206,295508157.0,10522422.0,0.999187,0.994924,0.0549
satoshi-stablecoin,satusd,Satoshi Stablecoin,0.997393,292643583.0,110072.0,0.998054,0.996058,0.03734
terra-luna,lunc,Terra Luna Classic,5.274e-05,290720970.0,11793312.0,5.455e-05,5.244e-05,-2.80614
plume,plume,Plume,0.095328,289298362.0,35798690.0,0.1006,0.095334,-3.96559
solmev,sn116,SolMev,2398.72,287778123.0,0.0,2398.72,2398.72,0.0
polygon-bridged-wbtc-polygon-pos,wbtc,Polygon Bridged WBTC (Polygon POS),108970.0,283466180.0,8521157.0,111820.0,108855.0,-2.41124
venom,venom,Venom,0.133787,281569684.0,414009.0,0.134962,0.130033,-0.81512
merlin-chain,merl,Merlin Chain,0.290891,278735909.0,42037685.0,0.308121,0.281659,-0.99146
akash-network,akt,Akash Network,0.984207,274039080.0,10974242.0,1.005,0.953761,-1.50723
mocaverse,moca,Moca Network,0.068881,272513736.0,18411579.0,0.070437,0.066822,1.13284
decred,dcr,Decred,15.71,268666828.0,5152793.0,16.27,15.75,-3.18784
deep,deep,DeepBook,0.106773,267352685.0,25790406.0,0.109174,0.103043,-1.77638
snek,snek,Snek,0.00357812,266853795.0,6155281.0,0.00370444,0.00350498,-3.40996
